image_id,orig_id,full_filepath,label,source_pool,generator,device_family,variant_type,is_legacy_ai,is_modern_ai,is_smartphone_real,is_camera_real,is_compressed
e21_dev_real_0066_moderate_jpeg,e21_dev_real_0066,data\e21_targeted_data\images\dev\e21_dev_real_0066_moderate_jpeg.jpg,Real,E21,none,Google Pixel,moderate_jpeg,0,0,1,0,1
e21_dev_real_0066_severe_jpeg,e21_dev_real_0066,data\e21_targeted_data\images\dev\e21_dev_real_0066_severe_jpeg.jpg,Real,E21,none,Google Pixel,severe_jpeg,0,0,1,0,1
e21_dev_real_0066_sequential_jpeg,e21_dev_real_0066,data\e21_targeted_data\images\dev\e21_dev_real_0066_sequential_jpeg.jpg,Real,E21,none,Google Pixel,sequential_jpeg,0,0,1,0,1
e21_dev_real_0066_resize_jpeg_resize,e21_dev_real_0066,data\e21_targeted_data\images\dev\e21_dev_real_0066_resize_jpeg_resize.jpg,Real,E21,none,Google Pixel,resize_jpeg_resize,0,0,1,0,1
e21_dev_real_0066_social_media_whatsapp,e21_dev_real_0066,data\e21_targeted_data\images\dev\e21_dev_real_0066_social_media_whatsapp.jpg,Real,E21,none,Google Pixel,social_media_whatsapp,0,0,1,0,1
e21_dev_ai_0067_clean,e21_dev_ai_0067,data\e21_targeted_data\images\dev\e21_dev_ai_0067_clean.png,AI,E21,Stable Diffusion 2,none,clean,1,0,0,0,0
e21_dev_ai_0067_resize_jpeg,e21_dev_ai_0067,data\e21_targeted_data\images\dev\e21_dev_ai_0067_resize_jpeg.jpg,AI,E21,Stable Diffusion 2,none,resize_jpeg,1,0,0,0,1
e21_dev_ai_0067_moderate_jpeg,e21_dev_ai_0067,data\e21_targeted_data\images\dev\e21_dev_ai_0067_moderate_jpeg.jpg,AI,E21,Stable Diffusion 2,none,moderate_jpeg,1,0,0,0,1
e21_dev_ai_0067_severe_jpeg,e21_dev_ai_0067,data\e21_targeted_data\images\dev\e21_dev_ai_0067_severe_jpeg.jpg,AI,E21,Stable Diffusion 2,none,severe_jpeg,1,0,0,0,1
e21_dev_ai_0067_sequential_jpeg,e21_dev_ai_0067,data\e21_targeted_data\images\dev\e21_dev_ai_0067_sequential_jpeg.jpg,AI,E21,Stable Diffusion 2,none,sequential_jpeg,1,0,0,0,1
e21_dev_ai_0067_resize_jpeg_resize,e21_dev_ai_0067,data\e21_targeted_data\images\dev\e21_dev_ai_0067_resize_jpeg_resize.jpg,AI,E21,Stable Diffusion 2,none,resize_jpeg_resize,1,0,0,0,1
e21_dev_ai_0067_social_media_whatsapp,e21_dev_ai_0067,data\e21_targeted_data\images\dev\e21_dev_ai_0067_social_media_whatsapp.jpg,AI,E21,Stable Diffusion 2,none,social_media_whatsapp,1,0,0,0,1
e21_dev_real_0068_clean,e21_dev_real_0068,data\e21_targeted_data\images\dev\e21_dev_real_0068_clean.png,Real,E21,none,Defocus / Bokeh,clean,0,0,1,0,0
e21_dev_real_0068_resize_jpeg,e21_dev_real_0068,data\e21_targeted_data\images\dev\e21_dev_real_0068_resize_jpeg.jpg,Real,E21,none,Defocus / Bokeh,resize_jpeg,0,0,1,0,1
e21_dev_real_0068_moderate_jpeg,e21_dev_real_0068,data\e21_targeted_data\images\dev\e21_dev_real_0068_moderate_jpeg.jpg,Real,E21,none,Defocus / Bokeh,moderate_jpeg,0,0,1,0,1
e21_dev_real_0068_severe_jpeg,e21_dev_real_0068,data\e21_targeted_data\images\dev\e21_dev_real_0068_severe_jpeg.jpg,Real,E21,none,Defocus / Bokeh,severe_jpeg,0,0,1,0,1
e21_dev_real_0068_sequential_jpeg,e21_dev_real_0068,data\e21_targeted_data\images\dev\e21_dev_real_0068_sequential_jpeg.jpg,Real,E21,none,Defocus / Bokeh,sequential_jpeg,0,0,1,0,1
e21_dev_real_0068_resize_jpeg_resize,e21_dev_real_0068,data\e21_targeted_data\images\dev\e21_dev_real_0068_resize_jpeg_resize.jpg,Real,E21,none,Defocus / Bokeh,resize_jpeg_resize,0,0,1,0,1
e21_dev_real_0068_social_media_whatsapp,e21_dev_real_0068,data\e21_targeted_data\images\dev\e21_dev_real_0068_social_media_whatsapp.jpg,Real,E21,none,Defocus / Bokeh,social_media_whatsapp,0,0,1,0,1
e21_dev_real_0073_clean,e21_dev_real_0073,data\e21_targeted_data\images\dev\e21_dev_real_0073_clean.png,Real,E21,none,Defocus / Bokeh,clean,0,0,1,0,0
e21_dev_real_0073_resize_jpeg,e21_dev_real_0073,data\e21_targeted_data\images\dev\e21_dev_real_0073_resize_jpeg.jpg,Real,E21,none,Defocus / Bokeh,resize_jpeg,0,0,1,0,1
e21_dev_real_0073_moderate_jpeg,e21_dev_real_0073,data\e21_targeted_data\images\dev\e21_dev_real_0073_moderate_jpeg.jpg,Real,E21,none,Defocus / Bokeh,moderate_jpeg,0,0,1,0,1
e21_dev_real_0073_severe_jpeg,e21_dev_real_0073,data\e21_targeted_data\images\dev\e21_dev_real_0073_severe_jpeg.jpg,Real,E21,none,Defocus / Bokeh,severe_jpeg,0,0,1,0,1
e21_dev_real_0073_sequential_jpeg,e21_dev_real_0073,data\e21_targeted_data\images\dev\e21_dev_real_0073_sequential_jpeg.jpg,Real,E21,none,Defocus / Bokeh,sequential_jpeg,0,0,1,0,1
e21_dev_real_0073_resize_jpeg_resize,e21_dev_real_0073,data\e21_targeted_data\images\dev\e21_dev_real_0073_resize_jpeg_resize.jpg,Real,E21,none,Defocus / Bokeh,resize_jpeg_resize,0,0,1,0,1
e21_dev_real_0073_social_media_whatsapp,e21_dev_real_0073,data\e21_targeted_data\images\dev\e21_dev_real_0073_social_media_whatsapp.jpg,Real,E21,none,Defocus / Bokeh,social_media_whatsapp,0,0,1,0,1
e21_dev_real_0072_clean,e21_dev_real_0072,data\e21_targeted_data\images\dev\e21_dev_real_0072_clean.png,Real,E21,none,Google Pixel,clean,0,0,1,0,0
e21_dev_real_0072_resize_jpeg,e21_dev_real_0072,data\e21_targeted_data\images\dev\e21_dev_real_0072_resize_jpeg.jpg,Real,E21,none,Google Pixel,resize_jpeg,0,0,1,0,1
e21_dev_real_0072_moderate_jpeg,e21_dev_real_0072,data\e21_targeted_data\images\dev\e21_dev_real_0072_moderate_jpeg.jpg,Real,E21,none,Google Pixel,moderate_jpeg,0,0,1,0,1
e21_dev_real_0072_severe_jpeg,e21_dev_real_0072,data\e21_targeted_data\images\dev\e21_dev_real_0072_severe_jpeg.jpg,Real,E21,none,Google Pixel,severe_jpeg,0,0,1,0,1
e21_dev_real_0072_sequential_jpeg,e21_dev_real_0072,data\e21_targeted_data\images\dev\e21_dev_real_0072_sequential_jpeg.jpg,Real,E21,none,Google Pixel,sequential_jpeg,0,0,1,0,1
e21_dev_real_0072_resize_jpeg_resize,e21_dev_real_0072,data\e21_targeted_data\images\dev\e21_dev_real_0072_resize_jpeg_resize.jpg,Real,E21,none,Google Pixel,resize_jpeg_resize,0,0,1,0,1
e21_dev_real_0072_social_media_whatsapp,e21_dev_real_0072,data\e21_targeted_data\images\dev\e21_dev_real_0072_social_media_whatsapp.jpg,Real,E21,none,Google Pixel,social_media_whatsapp,0,0,1,0,1
e21_dev_real_0070_clean,e21_dev_real_0070,data\e21_targeted_data\images\dev\e21_dev_real_0070_clean.png,Real,E21,none,Apple iPhone,clean,0,0,1,0,0
e21_dev_real_0070_resize_jpeg,e21_dev_real_0070,data\e21_targeted_data\images\dev\e21_dev_real_0070_resize_jpeg.jpg,Real,E21,none,Apple iPhone,resize_jpeg,0,0,1,0,1
e21_dev_real_0070_moderate_jpeg,e21_dev_real_0070,data\e21_targeted_data\images\dev\e21_dev_real_0070_moderate_jpeg.jpg,Real,E21,none,Apple iPhone,moderate_jpeg,0,0,1,0,1
e21_dev_real_0070_severe_jpeg,e21_dev_real_0070,data\e21_targeted_data\images\dev\e21_dev_real_0070_severe_jpeg.jpg,Real,E21,none,Apple iPhone,severe_jpeg,0,0,1,0,1
e21_dev_real_0070_sequential_jpeg,e21_dev_real_0070,data\e21_targeted_data\images\dev\e21_dev_real_0070_sequential_jpeg.jpg,Real,E21,none,Apple iPhone,sequential_jpeg,0,0,1,0,1
e21_dev_real_0070_resize_jpeg_resize,e21_dev_real_0070,data\e21_targeted_data\images\dev\e21_dev_real_0070_resize_jpeg_resize.jpg,Real,E21,none,Apple iPhone,resize_jpeg_resize,0,0,1,0,1
e21_dev_real_0070_social_media_whatsapp,e21_dev_real_0070,data\e21_targeted_data\images\dev\e21_dev_real_0070_social_media_whatsapp.jpg,Real,E21,none,Apple iPhone,social_media_whatsapp,0,0,1,0,1
e21_dev_real_0069_clean,e21_dev_real_0069,data\e21_targeted_data\images\dev\e21_dev_real_0069_clean.png,Real,E21,none,Mobile Casual,clean,0,0,1,0,0
e21_dev_real_0069_resize_jpeg,e21_dev_real_0069,data\e21_targeted_data\images\dev\e21_dev_real_0069_resize_jpeg.jpg,Real,E21,none,Mobile Casual,resize_jpeg,0,0,1,0,1
e21_dev_real_0069_moderate_jpeg,e21_dev_real_0069,data\e21_targeted_data\images\dev\e21_dev_real_0069_moderate_jpeg.jpg,Real,E21,none,Mobile Casual,moderate_jpeg,0,0,1,0,1
e21_dev_real_0069_severe_jpeg,e21_dev_real_0069,data\e21_targeted_data\images\dev\e21_dev_real_0069_severe_jpeg.jpg,Real,E21,none,Mobile Casual,severe_jpeg,0,0,1,0,1
e21_dev_real_0069_sequential_jpeg,e21_dev_real_0069,data\e21_targeted_data\images\dev\e21_dev_real_0069_sequential_jpeg.jpg,Real,E21,none,Mobile Casual,sequential_jpeg,0,0,1,0,1
e21_dev_real_0069_resize_jpeg_resize,e21_dev_real_0069,data\e21_targeted_data\images\dev\e21_dev_real_0069_resize_jpeg_resize.jpg,Real,E21,none,Mobile Casual,resize_jpeg_resize,0,0,1,0,1
e21_dev_real_0069_social_media_whatsapp,e21_dev_real_0069,data\e21_targeted_data\images\dev\e21_dev_real_0069_social_media_whatsapp.jpg,Real,E21,none,Mobile Casual,social_media_whatsapp,0,0,1,0,1
e21_dev_ai_0061_clean,e21_dev_ai_0061,data\e21_targeted_data\images\dev\e21_dev_ai_0061_clean.png,AI,E21,Adobe Firefly 1,none,clean,1,0,0,0,0
e21_dev_ai_0061_resize_jpeg,e21_dev_ai_0061,data\e21_targeted_data\images\dev\e21_dev_ai_0061_resize_jpeg.jpg,AI,E21,Adobe Firefly 1,none,resize_jpeg,1,0,0,0,1
e21_dev_ai_0061_moderate_jpeg,e21_dev_ai_0061,data\e21_targeted_data\images\dev\e21_dev_ai_0061_moderate_jpeg.jpg,AI,E21,Adobe Firefly 1,none,moderate_jpeg,1,0,0,0,1
e21_dev_ai_0061_severe_jpeg,e21_dev_ai_0061,data\e21_targeted_data\images\dev\e21_dev_ai_0061_severe_jpeg.jpg,AI,E21,Adobe Firefly 1,none,severe_jpeg,1,0,0,0,1
e21_dev_ai_0061_sequential_jpeg,e21_dev_ai_0061,data\e21_targeted_data\images\dev\e21_dev_ai_0061_sequential_jpeg.jpg,AI,E21,Adobe Firefly 1,none,sequential_jpeg,1,0,0,0,1
e21_dev_ai_0061_resize_jpeg_resize,e21_dev_ai_0061,data\e21_targeted_data\images\dev\e21_dev_ai_0061_resize_jpeg_resize.jpg,AI,E21,Adobe Firefly 1,none,resize_jpeg_resize,1,0,0,0,1
e21_dev_ai_0061_social_media_whatsapp,e21_dev_ai_0061,data\e21_targeted_data\images\dev\e21_dev_ai_0061_social_media_whatsapp.jpg,AI,E21,Adobe Firefly 1,none,social_media_whatsapp,1,0,0,0,1
e21_dev_ai_0074_clean,e21_dev_ai_0074,data\e21_targeted_data\images\dev\e21_dev_ai_0074_clean.png,AI,E21,Stable Diffusion 1.3,none,clean,1,0,0,0,0
e21_dev_ai_0074_resize_jpeg,e21_dev_ai_0074,data\e21_targeted_data\images\dev\e21_dev_ai_0074_resize_jpeg.jpg,AI,E21,Stable Diffusion 1.3,none,resize_jpeg,1,0,0,0,1
e21_dev_ai_0074_moderate_jpeg,e21_dev_ai_0074,data\e21_targeted_data\images\dev\e21_dev_ai_0074_moderate_jpeg.jpg,AI,E21,Stable Diffusion 1.3,none,moderate_jpeg,1,0,0,0,1
e21_dev_ai_0074_severe_jpeg,e21_dev_ai_0074,data\e21_targeted_data\images\dev\e21_dev_ai_0074_severe_jpeg.jpg,AI,E21,Stable Diffusion 1.3,none,severe_jpeg,1,0,0,0,1
e21_dev_ai_0074_sequential_jpeg,e21_dev_ai_0074,data\e21_targeted_data\images\dev\e21_dev_ai_0074_sequential_jpeg.jpg,AI,E21,Stable Diffusion 1.3,none,sequential_jpeg,1,0,0,0,1
e21_dev_ai_0074_resize_jpeg_resize,e21_dev_ai_0074,data\e21_targeted_data\images\dev\e21_dev_ai_0074_resize_jpeg_resize.jpg,AI,E21,Stable Diffusion 1.3,none,resize_jpeg_resize,1,0,0,0,1
e21_dev_ai_0074_social_media_whatsapp,e21_dev_ai_0074,data\e21_targeted_data\images\dev\e21_dev_ai_0074_social_media_whatsapp.jpg,AI,E21,Stable Diffusion 1.3,none,social_media_whatsapp,1,0,0,0,1
e21_dev_ai_0076_clean,e21_dev_ai_0076,data\e21_targeted_data\images\dev\e21_dev_ai_0076_clean.png,AI,E21,Stable Diffusion 1.4,none,clean,1,0,0,0,0
e21_dev_ai_0076_resize_jpeg,e21_dev_ai_0076,data\e21_targeted_data\images\dev\e21_dev_ai_0076_resize_jpeg.jpg,AI,E21,Stable Diffusion 1.4,none,resize_jpeg,1,0,0,0,1
e21_dev_ai_0076_moderate_jpeg,e21_dev_ai_0076,data\e21_targeted_data\images\dev\e21_dev_ai_0076_moderate_jpeg.jpg,AI,E21,Stable Diffusion 1.4,none,moderate_jpeg,1,0,0,0,1
e21_dev_ai_0076_severe_jpeg,e21_dev_ai_0076,data\e21_targeted_data\images\dev\e21_dev_ai_0076_severe_jpeg.jpg,AI,E21,Stable Diffusion 1.4,none,severe_jpeg,1,0,0,0,1
e21_dev_ai_0076_sequential_jpeg,e21_dev_ai_0076,data\e21_targeted_data\images\dev\e21_dev_ai_0076_sequential_jpeg.jpg,AI,E21,Stable Diffusion 1.4,none,sequential_jpeg,1,0,0,0,1
e21_dev_ai_0076_resize_jpeg_resize,e21_dev_ai_0076,data\e21_targeted_data\images\dev\e21_dev_ai_0076_resize_jpeg_resize.jpg,AI,E21,Stable Diffusion 1.4,none,resize_jpeg_resize,1,0,0,0,1
e21_dev_ai_0076_social_media_whatsapp,e21_dev_ai_0076,data\e21_targeted_data\images\dev\e21_dev_ai_0076_social_media_whatsapp.jpg,AI,E21,Stable Diffusion 1.4,none,social_media_whatsapp,1,0,0,0,1
e21_dev_ai_0077_clean,e21_dev_ai_0077,data\e21_targeted_data\images\dev\e21_dev_ai_0077_clean.png,AI,E21,Stable Diffusion 1.4,none,clean,1,0,0,0,0
e21_dev_ai_0077_resize_jpeg,e21_dev_ai_0077,data\e21_targeted_data\images\dev\e21_dev_ai_0077_resize_jpeg.jpg,AI,E21,Stable Diffusion 1.4,none,resize_jpeg,1,0,0,0,1
e21_dev_ai_0077_moderate_jpeg,e21_dev_ai_0077,data\e21_targeted_data\images\dev\e21_dev_ai_0077_moderate_jpeg.jpg,AI,E21,Stable Diffusion 1.4,none,moderate_jpeg,1,0,0,0,1
e21_dev_ai_0077_severe_jpeg,e21_dev_ai_0077,data\e21_targeted_data\images\dev\e21_dev_ai_0077_severe_jpeg.jpg,AI,E21,Stable Diffusion 1.4,none,severe_jpeg,1,0,0,0,1
e21_dev_ai_0077_sequential_jpeg,e21_dev_ai_0077,data\e21_targeted_data\images\dev\e21_dev_ai_0077_sequential_jpeg.jpg,AI,E21,Stable Diffusion 1.4,none,sequential_jpeg,1,0,0,0,1
e21_dev_ai_0077_resize_jpeg_resize,e21_dev_ai_0077,data\e21_targeted_data\images\dev\e21_dev_ai_0077_resize_jpeg_resize.jpg,AI,E21,Stable Diffusion 1.4,none,resize_jpeg_resize,1,0,0,0,1
e21_dev_ai_0077_social_media_whatsapp,e21_dev_ai_0077,data\e21_targeted_data\images\dev\e21_dev_ai_0077_social_media_whatsapp.jpg,AI,E21,Stable Diffusion 1.4,none,social_media_whatsapp,1,0,0,0,1
e21_dev_ai_0079_clean,e21_dev_ai_0079,data\e21_targeted_data\images\dev\e21_dev_ai_0079_clean.png,AI,E21,Stable Diffusion 1.3,none,clean,1,0,0,0,0
e21_dev_ai_0079_resize_jpeg,e21_dev_ai_0079,data\e21_targeted_data\images\dev\e21_dev_ai_0079_resize_jpeg.jpg,AI,E21,Stable Diffusion 1.3,none,resize_jpeg,1,0,0,0,1
e21_dev_ai_0079_moderate_jpeg,e21_dev_ai_0079,data\e21_targeted_data\images\dev\e21_dev_ai_0079_moderate_jpeg.jpg,AI,E21,Stable Diffusion 1.3,none,moderate_jpeg,1,0,0,0,1
e21_dev_ai_0079_severe_jpeg,e21_dev_ai_0079,data\e21_targeted_data\images\dev\e21_dev_ai_0079_severe_jpeg.jpg,AI,E21,Stable Diffusion 1.3,none,severe_jpeg,1,0,0,0,1
e21_dev_ai_0079_sequential_jpeg,e21_dev_ai_0079,data\e21_targeted_data\images\dev\e21_dev_ai_0079_sequential_jpeg.jpg,AI,E21,Stable Diffusion 1.3,none,sequential_jpeg,1,0,0,0,1
e21_dev_ai_0079_resize_jpeg_resize,e21_dev_ai_0079,data\e21_targeted_data\images\dev\e21_dev_ai_0079_resize_jpeg_resize.jpg,AI,E21,Stable Diffusion 1.3,none,resize_jpeg_resize,1,0,0,0,1
e21_dev_ai_0079_social_media_whatsapp,e21_dev_ai_0079,data\e21_targeted_data\images\dev\e21_dev_ai_0079_social_media_whatsapp.jpg,AI,E21,Stable Diffusion 1.3,none,social_media_whatsapp,1,0,0,0,1
e21_dev_ai_0063_clean,e21_dev_ai_0063,data\e21_targeted_data\images\dev\e21_dev_ai_0063_clean.png,AI,E21,Adobe Firefly 1,none,clean,1,0,0,0,0
e21_dev_ai_0063_resize_jpeg,e21_dev_ai_0063,data\e21_targeted_data\images\dev\e21_dev_ai_0063_resize_jpeg.jpg,AI,E21,Adobe Firefly 1,none,resize_jpeg,1,0,0,0,1
e21_dev_ai_0063_moderate_jpeg,e21_dev_ai_0063,data\e21_targeted_data\images\dev\e21_dev_ai_0063_moderate_jpeg.jpg,AI,E21,Adobe Firefly 1,none,moderate_jpeg,1,0,0,0,1
e21_dev_ai_0063_severe_jpeg,e21_dev_ai_0063,data\e21_targeted_data\images\dev\e21_dev_ai_0063_severe_jpeg.jpg,AI,E21,Adobe Firefly 1,none,severe_jpeg,1,0,0,0,1
e21_dev_ai_0063_sequential_jpeg,e21_dev_ai_0063,data\e21_targeted_data\images\dev\e21_dev_ai_0063_sequential_jpeg.jpg,AI,E21,Adobe Firefly 1,none,sequential_jpeg,1,0,0,0,1
e21_dev_ai_0063_resize_jpeg_resize,e21_dev_ai_0063,data\e21_targeted_data\images\dev\e21_dev_ai_0063_resize_jpeg_resize.jpg,AI,E21,Adobe Firefly 1,none,resize_jpeg_resize,1,0,0,0,1
e21_dev_ai_0063_social_media_whatsapp,e21_dev_ai_0063,data\e21_targeted_data\images\dev\e21_dev_ai_0063_social_media_whatsapp.jpg,AI,E21,Adobe Firefly 1,none,social_media_whatsapp,1,0,0,0,1
e21_dev_ai_0081_clean,e21_dev_ai_0081,data\e21_targeted_data\images\dev\e21_dev_ai_0081_clean.png,AI,E21,Stable Diffusion 1.3,none,clean,1,0,0,0,0
e21_dev_ai_0081_resize_jpeg,e21_dev_ai_0081,data\e21_targeted_data\images\dev\e21_dev_ai_0081_resize_jpeg.jpg,AI,E21,Stable Diffusion 1.3,none,resize_jpeg,1,0,0,0,1
e21_dev_ai_0081_moderate_jpeg,e21_dev_ai_0081,data\e21_targeted_data\images\dev\e21_dev_ai_0081_moderate_jpeg.jpg,AI,E21,Stable Diffusion 1.3,none,moderate_jpeg,1,0,0,0,1
e21_dev_ai_0081_severe_jpeg,e21_dev_ai_0081,data\e21_targeted_data\images\dev\e21_dev_ai_0081_severe_jpeg.jpg,AI,E21,Stable Diffusion 1.3,none,severe_jpeg,1,0,0,0,1
e21_dev_ai_0081_sequential_jpeg,e21_dev_ai_0081,data\e21_targeted_data\images\dev\e21_dev_ai_0081_sequential_jpeg.jpg,AI,E21,Stable Diffusion 1.3,none,sequential_jpeg,1,0,0,0,1
e21_dev_ai_0081_resize_jpeg_resize,e21_dev_ai_0081,data\e21_targeted_data\images\dev\e21_dev_ai_0081_resize_jpeg_resize.jpg,AI,E21,Stable Diffusion 1.3,none,resize_jpeg_resize,1,0,0,0,1
e21_dev_ai_0081_social_media_whatsapp,e21_dev_ai_0081,data\e21_targeted_data\images\dev\e21_dev_ai_0081_social_media_whatsapp.jpg,AI,E21,Stable Diffusion 1.3,none,social_media_whatsapp,1,0,0,0,1
e21_dev_real_0078_clean,e21_dev_real_0078,data\e21_targeted_data\images\dev\e21_dev_real_0078_clean.png,Real,E21,none,Google Pixel,clean,0,0,1,0,0
e21_dev_real_0078_resize_jpeg,e21_dev_real_0078,data\e21_targeted_data\images\dev\e21_dev_real_0078_resize_jpeg.jpg,Real,E21,none,Google Pixel,resize_jpeg,0,0,1,0,1
e21_dev_real_0078_moderate_jpeg,e21_dev_real_0078,data\e21_targeted_data\images\dev\e21_dev_real_0078_moderate_jpeg.jpg,Real,E21,none,Google Pixel,moderate_jpeg,0,0,1,0,1
e21_dev_real_0078_severe_jpeg,e21_dev_real_0078,data\e21_targeted_data\images\dev\e21_dev_real_0078_severe_jpeg.jpg,Real,E21,none,Google Pixel,severe_jpeg,0,0,1,0,1
e21_dev_real_0078_sequential_jpeg,e21_dev_real_0078,data\e21_targeted_data\images\dev\e21_dev_real_0078_sequential_jpeg.jpg,Real,E21,none,Google Pixel,sequential_jpeg,0,0,1,0,1
e21_dev_real_0078_resize_jpeg_resize,e21_dev_real_0078,data\e21_targeted_data\images\dev\e21_dev_real_0078_resize_jpeg_resize.jpg,Real,E21,none,Google Pixel,resize_jpeg_resize,0,0,1,0,1
e21_dev_real_0078_social_media_whatsapp,e21_dev_real_0078,data\e21_targeted_data\images\dev\e21_dev_real_0078_social_media_whatsapp.jpg,Real,E21,none,Google Pixel,social_media_whatsapp,0,0,1,0,1
e21_dev_real_0071_clean,e21_dev_real_0071,data\e21_targeted_data\images\dev\e21_dev_real_0071_clean.png,Real,E21,none,Google Pixel,clean,0,0,1,0,0
e21_dev_real_0071_resize_jpeg,e21_dev_real_0071,data\e21_targeted_data\images\dev\e21_dev_real_0071_resize_jpeg.jpg,Real,E21,none,Google Pixel,resize_jpeg,0,0,1,0,1
e21_dev_real_0071_moderate_jpeg,e21_dev_real_0071,data\e21_targeted_data\images\dev\e21_dev_real_0071_moderate_jpeg.jpg,Real,E21,none,Google Pixel,moderate_jpeg,0,0,1,0,1
e21_dev_real_0071_severe_jpeg,e21_dev_real_0071,data\e21_targeted_data\images\dev\e21_dev_real_0071_severe_jpeg.jpg,Real,E21,none,Google Pixel,severe_jpeg,0,0,1,0,1
e21_dev_real_0071_sequential_jpeg,e21_dev_real_0071,data\e21_targeted_data\images\dev\e21_dev_real_0071_sequential_jpeg.jpg,Real,E21,none,Google Pixel,sequential_jpeg,0,0,1,0,1
e21_dev_real_0071_resize_jpeg_resize,e21_dev_real_0071,data\e21_targeted_data\images\dev\e21_dev_real_0071_resize_jpeg_resize.jpg,Real,E21,none,Google Pixel,resize_jpeg_resize,0,0,1,0,1
e21_dev_real_0071_social_media_whatsapp,e21_dev_real_0071,data\e21_targeted_data\images\dev\e21_dev_real_0071_social_media_whatsapp.jpg,Real,E21,none,Google Pixel,social_media_whatsapp,0,0,1,0,1
e21_dev_ai_0065_clean,e21_dev_ai_0065,data\e21_targeted_data\images\dev\e21_dev_ai_0065_clean.png,AI,E21,Adobe Firefly 1,none,clean,1,0,0,0,0
e21_dev_ai_0065_resize_jpeg,e21_dev_ai_0065,data\e21_targeted_data\images\dev\e21_dev_ai_0065_resize_jpeg.jpg,AI,E21,Adobe Firefly 1,none,resize_jpeg,1,0,0,0,1
e21_dev_ai_0065_moderate_jpeg,e21_dev_ai_0065,data\e21_targeted_data\images\dev\e21_dev_ai_0065_moderate_jpeg.jpg,AI,E21,Adobe Firefly 1,none,moderate_jpeg,1,0,0,0,1
e21_dev_ai_0065_severe_jpeg,e21_dev_ai_0065,data\e21_targeted_data\images\dev\e21_dev_ai_0065_severe_jpeg.jpg,AI,E21,Adobe Firefly 1,none,severe_jpeg,1,0,0,0,1
e21_dev_ai_0065_sequential_jpeg,e21_dev_ai_0065,data\e21_targeted_data\images\dev\e21_dev_ai_0065_sequential_jpeg.jpg,AI,E21,Adobe Firefly 1,none,sequential_jpeg,1,0,0,0,1
e21_dev_ai_0065_resize_jpeg_resize,e21_dev_ai_0065,data\e21_targeted_data\images\dev\e21_dev_ai_0065_resize_jpeg_resize.jpg,AI,E21,Adobe Firefly 1,none,resize_jpeg_resize,1,0,0,0,1
e21_dev_ai_0065_social_media_whatsapp,e21_dev_ai_0065,data\e21_targeted_data\images\dev\e21_dev_ai_0065_social_media_whatsapp.jpg,AI,E21,Adobe Firefly 1,none,social_media_whatsapp,1,0,0,0,1
e21_dev_ai_0075_clean,e21_dev_ai_0075,data\e21_targeted_data\images\dev\e21_dev_ai_0075_clean.png,AI,E21,Midjourney,none,clean,0,1,0,0,0
e21_dev_ai_0075_resize_jpeg,e21_dev_ai_0075,data\e21_targeted_data\images\dev\e21_dev_ai_0075_resize_jpeg.jpg,AI,E21,Midjourney,none,resize_jpeg,0,1,0,0,1
e21_dev_ai_0075_moderate_jpeg,e21_dev_ai_0075,data\e21_targeted_data\images\dev\e21_dev_ai_0075_moderate_jpeg.jpg,AI,E21,Midjourney,none,moderate_jpeg,0,1,0,0,1
e21_dev_ai_0075_severe_jpeg,e21_dev_ai_0075,data\e21_targeted_data\images\dev\e21_dev_ai_0075_severe_jpeg.jpg,AI,E21,Midjourney,none,severe_jpeg,0,1,0,0,1
e21_dev_ai_0075_sequential_jpeg,e21_dev_ai_0075,data\e21_targeted_data\images\dev\e21_dev_ai_0075_sequential_jpeg.jpg,AI,E21,Midjourney,none,sequential_jpeg,0,1,0,0,1
e21_dev_ai_0075_resize_jpeg_resize,e21_dev_ai_0075,data\e21_targeted_data\images\dev\e21_dev_ai_0075_resize_jpeg_resize.jpg,AI,E21,Midjourney,none,resize_jpeg_resize,0,1,0,0,1
e21_dev_ai_0075_social_media_whatsapp,e21_dev_ai_0075,data\e21_targeted_data\images\dev\e21_dev_ai_0075_social_media_whatsapp.jpg,AI,E21,Midjourney,none,social_media_whatsapp,0,1,0,0,1
e21_dev_ai_0084_clean,e21_dev_ai_0084,data\e21_targeted_data\images\dev\e21_dev_ai_0084_clean.png,AI,E21,Stable Diffusion 1.4,none,clean,1,0,0,0,0
e21_dev_ai_0084_resize_jpeg,e21_dev_ai_0084,data\e21_targeted_data\images\dev\e21_dev_ai_0084_resize_jpeg.jpg,AI,E21,Stable Diffusion 1.4,none,resize_jpeg,1,0,0,0,1
e21_dev_ai_0084_moderate_jpeg,e21_dev_ai_0084,data\e21_targeted_data\images\dev\e21_dev_ai_0084_moderate_jpeg.jpg,AI,E21,Stable Diffusion 1.4,none,moderate_jpeg,1,0,0,0,1
e21_dev_ai_0084_severe_jpeg,e21_dev_ai_0084,data\e21_targeted_data\images\dev\e21_dev_ai_0084_severe_jpeg.jpg,AI,E21,Stable Diffusion 1.4,none,severe_jpeg,1,0,0,0,1
e21_dev_ai_0084_sequential_jpeg,e21_dev_ai_0084,data\e21_targeted_data\images\dev\e21_dev_ai_0084_sequential_jpeg.jpg,AI,E21,Stable Diffusion 1.4,none,sequential_jpeg,1,0,0,0,1
